Өрөөний_хувийн_дугаар,Хичээлийн_байр,Өрөөний_дугаар,Харьяалах_сургуулийн_нэр,Өрөөний_зориулалт,Талбайн_хэмжээ,Хичээлийн_хуваарь_тавих_боломж,Суудлын_тоо,Проектортой_эсэх
dca0f25b9d1f4aa3e8e1b2c6c58737b7,Хичээлийн төв байр,234,Шинжлэх ухааны сургууль,Лаборатори,16.00,МУИС-н хэмжээнд,4,Проекторгүй
587ab4cb287f43b93939d982dc5b3044,Хичээлийн төв байр,235,Шинжлэх ухааны сургууль,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,4,Проекторгүй
28e66dd4daa4dff77127965150171a2b,Хичээлийн төв байр,236,Шинжлэх ухааны сургууль,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
d5499fe8bf818dff6a6ccb3e8b1469c8,Хичээлийн төв байр,300а,Шинжлэх ухааны сургууль,Багш нарын өрөө,31.00,Хуваарь тавих боломжгүй,4,Проекторгүй
ebf3292b76e69013db243400d0d66f26,Хичээлийн төв байр,300б,Шинжлэх ухааны сургууль,Анги,40.00,Харъяа сургуульд,31,Проектортой
11d80862e7b24be1777a7a5d3317e9a7,Хичээлийн төв байр,300в,Шинжлэх ухааны сургууль,Лаборатори,32.00,Харъяа сургуульд,15,Проекторгүй
e091bd8a113db1752f59bbcaeac9d65a,Хичээлийн төв байр,301,Шинжлэх ухааны сургууль,Лекцийн заал,119.00,МУИС-н хэмжээнд,140,Проектортой
93260a5bbc14d971dc3b2473b2c8198a,Хичээлийн төв байр,302,Шинжлэх ухааны сургууль,Лаборатори,36.00,МУИС-н хэмжээнд,16,Проекторгүй
f23b6bb3d4fa4149e63dc0278017d0fe,Хичээлийн төв байр,304,Шинжлэх ухааны сургууль,Багш нарын өрөө,24.00,Хуваарь тавих боломжгүй,4,Проекторгүй
ec58b4fa76779d840f900530f3f99096,Хичээлийн төв байр,305,Шинжлэх ухааны сургууль,Албан ажлын өрөө,29.00,Хуваарь тавих боломжгүй,0,Проекторгүй
9f5cf1acd35a5f4450b58e4b579a7ab1,Хичээлийн төв байр,307,Шинжлэх ухааны сургууль,Лаборатори,30.00,Харъяа сургуульд,6,Проекторгүй
0d21d7cc27ddf114c130d999863f8162,Хичээлийн төв байр,308,Шинжлэх ухааны сургууль,Лаборатори,51.00,Харъяа сургуульд,12,Проекторгүй
8d0c7b35a34dd75031346657c8ac7ec9,Хичээлийн төв байр,309,Шинжлэх ухааны сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
f0183c246bf9727186810104918a7eed,Хичээлийн төв байр,310,Шинжлэх ухааны сургууль,Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,4,Проекторгүй
b5c7fe5188df0addcb2fdbc43896529f,Хичээлийн төв байр,311,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
25416601a259fbbdc7266e3b89327153,Хичээлийн төв байр,312,Шинжлэх ухааны сургууль,Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
79f937c5a5e6991b4fb37fcfc7b67c9e,Хичээлийн төв байр,313,Шинжлэх ухааны сургууль,Лаборатори,52.00,МУИС-н хэмжээнд,16,Проекторгүй
709efe199ef97e06bd3e830346db2ffb,Хичээлийн төв байр,314,Шинжлэх ухааны сургууль,Анги,32.00,МУИС-н хэмжээнд,26,Проекторгүй
e5b607b49e9932609797e81adb5ac992,Хичээлийн төв байр,315,Шинжлэх ухааны сургууль,Лаборатори,51.00,МУИС-н хэмжээнд,15,Проекторгүй
5b0d982dfbd42bd161db4abc81c333f8,Хичээлийн төв байр,316,Шинжлэх ухааны сургууль,Лаборатори,58.00,МУИС-н хэмжээнд,20,Проекторгүй
61a147c48074a7ea24c75f8ce13c0a45,Хичээлийн төв байр,317,Шинжлэх ухааны сургууль,Лаборатори,23.00,Харъяа сургуульд,3,Проекторгүй
270d4f2ec0fb7167dc54b316c512da67,Хичээлийн төв байр,318а,Шинжлэх ухааны сургууль,Лаборатори,55.00,Харъяа сургуульд,18,Проекторгүй
109f87934eb5047d8654b0d4167a1bbb,Хичээлийн төв байр,318б,Шинжлэх ухааны сургууль,Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,4,Проекторгүй
24d5f8baa2b68cd5ee1eab0bc61dd3f4,Хичээлийн төв байр,319,Шинжлэх ухааны сургууль,Лаборатори,22.00,Харъяа сургуульд,15,Проекторгүй
85cbd6294961621f4ae9f6d534292b00,Хичээлийн төв байр,320,Шинжлэх ухааны сургууль,Албан ажлын өрөө,145.00,Хуваарь тавих боломжгүй,50,Проектортой
21088aee1575c53f302e227b14b64d0f,Хичээлийн төв байр,321,Шинжлэх ухааны сургууль,Лаборатори,29.00,Харъяа сургуульд,4,Проекторгүй
1c950f7622f694876c1a66f5ec492682,Хичээлийн төв байр,323,Шинжлэх ухааны сургууль,Лаборатори,46.00,Харъяа сургуульд,12,Проекторгүй
0fc64e31bed56ce8347cee25343ee340,Хичээлийн төв байр,324,Шинжлэх ухааны сургууль,Лаборатори,48.00,МУИС-н хэмжээнд,15,Проекторгүй
35e644a979748360f03da568335ac12a,Хичээлийн төв байр,325,Шинжлэх ухааны сургууль,Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,4,Проекторгүй
ce4cf5fb9fdea0ad59c6b67a0c0a8d0e,Хичээлийн төв байр,326,Шинжлэх ухааны сургууль,Лаборатори,23.00,Харъяа сургуульд,2,Проекторгүй
afc437568a89494ec874f512418859e4,Хичээлийн төв байр,327,Шинжлэх ухааны сургууль,Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,3,Проекторгүй
4f6b6544ebc59a81b32799462f0e1ae6,Хичээлийн төв байр,328,Шинжлэх ухааны сургууль,Албан ажлын өрөө,27.00,Хуваарь тавих боломжгүй,3,Проекторгүй
f958c51308def6e713addaeff3bd0c22,Хичээлийн төв байр,329,Шинжлэх ухааны сургууль,Багш нарын өрөө,36.00,Хуваарь тавих боломжгүй,3,Проекторгүй
518cc90b0ac50b2033ac37f4f4c0f3eb,Хичээлийн төв байр,330 а,Шинжлэх ухааны сургууль,Лекцийн заал,156.00,МУИС-н хэмжээнд,140,Проектортой
d4eaed3e77b6828f57edf96fcbffbc3f,Хичээлийн төв байр,330 б,Шинжлэх ухааны сургууль,Лаборатори,45.00,МУИС-н хэмжээнд,20,Проекторгүй
e50189ffd93bf2b9c702365e4163f294,Хичээлийн төв байр,331,Шинжлэх ухааны сургууль,Анги,123.00,МУИС-н хэмжээнд,15,Проекторгүй
e3e933035368511df3129a8eb7897426,Хичээлийн төв байр,400,Шинжлэх ухааны сургууль,Анги,34.00,МУИС-н хэмжээнд,15,Проекторгүй
40654203350c6e7cd44c42657908a98d,Хичээлийн төв байр,401,Шинжлэх ухааны сургууль,Анги,32.00,МУИС-н хэмжээнд,20,Проекторгүй
c6a70a5d812d8128bcc1d490fd30da98,Хичээлийн төв байр,402,Шинжлэх ухааны сургууль,Албан ажлын өрөө,67.00,Хуваарь тавих боломжгүй,4,Проекторгүй
8ebc118af313ac840f9a47bef290948f,Хичээлийн төв байр,501,Шинжлэх ухааны сургууль,Лаборатори,66.00,МУИС-н хэмжээнд,16,Проекторгүй
e9678569abe4d3fc2d292e8fee1f927f,Хичээлийн төв байр,125,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,15.00,Хуваарь тавих боломжгүй,10,Проекторгүй
2622b0a123d76eddde71196804902a3d,Хичээлийн төв байр,130,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,47.00,Хуваарь тавих боломжгүй,5,Проекторгүй
db848be8c18a6786b8f4ac54313dbdcd,Хичээлийн төв байр,200,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,3,Проекторгүй
776a8c063f7e939888a97044a5fefb58,Хичээлийн төв байр,201,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,44.00,Хуваарь тавих боломжгүй,2,Проекторгүй
9f3e27a59e293d2ed0532920a047a43b,Хичээлийн төв байр,202,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,54.00,Хуваарь тавих боломжгүй,2,Проекторгүй
085dd5c10a13c9d7c89a9200c25457ae,Хичээлийн төв байр,203,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,2,Проекторгүй
6a1f4425cccabf9e3e480f40597de1eb,Хичээлийн төв байр,204,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,6,Проекторгүй
070705d0aadc54b58ac6022241a51185,Хичээлийн төв байр,205,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
646c4560a15facb3ab0269c01d3f0056,Хичээлийн төв байр,206,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,14.00,Хуваарь тавих боломжгүй,2,Проекторгүй
41f59e98ab519c41d1934f3b37b9260f,Хичээлийн төв байр,207,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
8e12c7a786e6c04df81be9d428f88a5f,Хичээлийн төв байр,208,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,6,Проекторгүй
5141ec2138f1dffa08840c0b054eca85,Хичээлийн төв байр,209,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,6,Проекторгүй
2ddafd8d3c75cffab86d498e856dfa3d,Хичээлийн төв байр,210,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,6,Проекторгүй
7fab8ac8129de829c705603405f437cf,Хичээлийн төв байр,211,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
4ee0f7c0661f307fda81c1a1b11a06f6,Хичээлийн төв байр,212,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
1b53b4ac8076cfeb196634745a0a766e,Хичээлийн төв байр,213,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
32a2833f7e998f46092b350c58c84bae,Хичээлийн төв байр,214,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,33.00,Хуваарь тавих боломжгүй,5,Проекторгүй
30b719a44d195c6e4a52377103c50f13,Хичээлийн төв байр,215,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,32.00,Хуваарь тавих боломжгүй,4,Проекторгүй
215b86943b50c20f9893f05b106f59d5,Хичээлийн төв байр,216,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,175.00,Хуваарь тавих боломжгүй,100,Проектортой
0d012664f82a4c7bcd2cbae541208cf9,Хичээлийн төв байр,218,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,23.00,Хуваарь тавих боломжгүй,1,Проекторгүй
6eaacbc4b3bb71a8948fa15419073b55,Хичээлийн төв байр,219,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,33.00,Хуваарь тавих боломжгүй,4,Проекторгүй
f416756b9f707eab4094b1795e261bbb,Орхон сургуулийн хичээлийн байр,01,Эрдэнэт сургууль,"Биеийн тамирын өрөө, зал ",32.00,Харъяа сургуульд,300,Проекторгүй
ec428d0be2a9011f2ec7cade36c58ceb,Орхон сургуулийн хичээлийн байр,02,Эрдэнэт сургууль,"Биеийн тамирын өрөө, зал ",32.00,Харъяа сургуульд,300,Проекторгүй
5bd29c98abfbda089abbecf318445a71,Орхон сургуулийн хичээлийн байр,203,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,50,Проекторгүй
156b68dbf037fc4f13e56e99aa3fd70d,Орхон сургуулийн хичээлийн байр,205,Эрдэнэт сургууль,Лекцийн заал,70.00,Харъяа сургуульд,100,Проекторгүй
448da059e6b3f26de966bab92d4b186e,Орхон сургуулийн хичээлийн байр,206,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,80,Проекторгүй
564b6151f957d368aefab6d53c42e0b6,Орхон сургуулийн хичээлийн байр,208,Эрдэнэт сургууль,Анги,37.00,Харъяа сургуульд,50,Проекторгүй
649dfcd757caf763e506c706f2fa8d4e,Орхон сургуулийн хичээлийн байр,209,Эрдэнэт сургууль,Анги,70.00,Харъяа сургуульд,150,Проекторгүй
c91b97f6e3853f6ed58054aa9d171f49,Орхон сургуулийн хичээлийн байр,210,Эрдэнэт сургууль,Анги,42.00,Харъяа сургуульд,50,Проекторгүй
440a4b9b4f89bc21e19b70f1dd161f3c,Орхон сургуулийн хичээлийн байр,211,Эрдэнэт сургууль,Анги,17.00,Харъяа сургуульд,50,Проекторгүй
1bac244bf767ea4dc02cc2164d2cfef6,Орхон сургуулийн хичээлийн байр,215,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,50,Проекторгүй
fce2e1fe4e709d764247f25dbaaf734e,Орхон сургуулийн хичээлийн байр,216,Эрдэнэт сургууль,Анги,21.00,Харъяа сургуульд,60,Проекторгүй
abe826c435b20896a34dd232923e3b61,Орхон сургуулийн хичээлийн байр,217,Эрдэнэт сургууль,Анги,56.00,Харъяа сургуульд,80,Проекторгүй
07b795e25d2a6090508b33001ba7af2e,Орхон сургуулийн хичээлийн байр,219,Эрдэнэт сургууль,Анги,18.00,Харъяа сургуульд,50,Проекторгүй
bbcf39b30549f892d47b5d15f62fdfe4,Орхон сургуулийн хичээлийн байр,220,Эрдэнэт сургууль,Лаборатори,60.00,Харъяа сургуульд,60,Проекторгүй
eff07c9b60586a80d06d9decb2babd1f,Орхон сургуулийн хичээлийн байр,221,Эрдэнэт сургууль,Лаборатори,60.00,Харъяа сургуульд,50,Проекторгүй
a815585afe6eebfaf64083cf5216a501,Орхон сургуулийн хичээлийн байр,222,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,60,Проекторгүй
b7ab88b75cce65a18bf1648e699383eb,Орхон сургуулийн хичээлийн байр,223,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,150,Проекторгүй
219253f4a708eb7f565e320220da18ea,Орхон сургуулийн хичээлийн байр,224,Эрдэнэт сургууль,Лаборатори,35.00,Харъяа сургуульд,50,Проекторгүй
cf00d8b8bb4b1b85512583c64c2e005a,Орхон сургуулийн хичээлийн байр,305,Эрдэнэт сургууль,Лекцийн заал,150.00,Харъяа сургуульд,150,Проекторгүй
a0caf3d11002711980db7a497b7008e5,Орхон сургуулийн хичээлийн байр,306,Эрдэнэт сургууль,Лекцийн заал,150.00,Харъяа сургуульд,150,Проекторгүй
933fc2e57fdbfb1a792e6be54ba34688,Орхон сургуулийн хичээлийн байр,309,Эрдэнэт сургууль,Анги,34.00,Харъяа сургуульд,50,Проекторгүй
8b42ea68d4990dd8057444849c26406b,Орхон сургуулийн хичээлийн байр,311,Эрдэнэт сургууль,Анги,32.00,Харъяа сургуульд,50,Проекторгүй
10cd59fd7a8aac87490e6f29c7311f69,Орхон сургуулийн хичээлийн байр,312,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,100,Проекторгүй
38aa424e9cc183f6f359ef1b14cf4bb5,Орхон сургуулийн хичээлийн байр,313,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,150,Проекторгүй
2306dedbe1e36ed32f353007e73df1b6,Орхон сургуулийн хичээлийн байр,314,Эрдэнэт сургууль,Анги,17.00,Харъяа сургуульд,50,Проекторгүй
83d440dcb9806548d546f42dae7c0714,Орхон сургуулийн хичээлийн байр,315,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,60,Проекторгүй
900db01e480005ff8a58b9316a631fc0,Орхон сургуулийн хичээлийн байр,316,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,50,Проекторгүй
0bb8878db12ab375d94d750cfc1a457d,Орхон сургуулийн хичээлийн байр,317,Эрдэнэт сургууль,Анги,17.00,Харъяа сургуульд,50,Проекторгүй
a268a0a1fe8bdcf11b0fdb7d9a4a631d,Орхон сургуулийн хичээлийн байр,318,Эрдэнэт сургууль,Анги,32.00,Харъяа сургуульд,50,Проекторгүй
e7ef2c0ed557dd9ddc1ce58acc3d6052,Орхон сургуулийн хичээлийн байр,319,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,50,Проекторгүй
7893a24cad7a3b74782ffacbd575412e,Орхон сургуулийн хичээлийн байр,320,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,50,Проекторгүй
