Хөтөлбөрийн_дугаар,Хөтөлбөрийн_индекс,Хөтөлбөрийн_монгол_нэр,Хөтөлбөрийн_англи_нэр,Академик_түвшин,Суралцах_хэлбэр,Харьяалах_нэгжийн_дугаар,Харьяалах_нэгжийн_нэр,Батлагдсан_он
5e2e0539bf715e15128c4f54b512423d,E 02320202,Гадаад хэл шинжлэл,"Foreign language, linguistics",Магистр,Бэлтгэл,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
5e9bf8a40ea98040ec214cbbd9e56a42,E 02320202,Гадаад хэл шинжлэл,"Foreign language, linguistics",Магистр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
a18a107c334a9290595aab9eead1aa3b,E 02320202,Гадаад хэл шинжлэл,"Foreign language, linguistics",Магистр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
2f48718eea22451a418d697a0c5b01e4,"D 023102  ","Гадаад хэл, орон судлал (Араб)",Arabian language and Arabic studies,Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2017
0f6d96b9ff08d7104f0e8b66432a3ae8,"D 023102  ","Гадаад хэл, орон судлал (Солонгос)",Korean language and Korean studies,Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2017
e6abf08cd09027fa364b3070347a6505,"D 023102  ","Гадаад хэл, орон судлал (Турк)",Turkish language and Turkish studies,Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2017
2a31f8b90c4151f0f70c952975436e60,"D 023102  ","Гадаад хэл, орон судлал (Хятад)",Chinese language and Chinese studies,Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2017
bc4e5e14592fee0d5982cfc8ece31646,"D 023102  ","Гадаад хэл, орон судлал (Япон)",Japanese language and Japanese studies,Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2017
a870efb0e1e347b7d3d9815130231328,F 02310101,Гадаад хэлний орчуулга,Translation,Доктор,Бэлтгэл,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
46e0aef74960381507f76887de4aed27,F 02310101,Гадаад хэлний орчуулга,Translation,Доктор,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
1804a3b614ff87fc04c72dc146a345cf,F 02310101,Гадаад хэлний орчуулга,Translation,Доктор,Эчнээ,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2015
cba3dff94ca9899e22c896a5b3121b89,E 02310101,Гадаад хэлний орчуулга,Translation,Магистр,Бэлтгэл,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2015
79d72330f5d056a50aeccc49c6ec9e95,E 02310101,Гадаад хэлний орчуулга,Translation,Магистр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
6d63bcdf3473466b174cab7a4a69eb15,E 02310101,Гадаад хэлний орчуулга,Translation,Магистр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
bd22d00315e4b088287992bcc1d242ef,"D 023101  ",Гадаад хэлний орчуулга (Араб),Translation (Arabic Language),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
537d026023c121334a5412074edc5a55,"D 023101  ",Гадаад хэлний орчуулга (Солонгос),Translation (Korean Language),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
3f6f3bd60349f1f4cbad29097c6a4487,"D 023101  ",Гадаад хэлний орчуулга (Турк),Translation (Turkish Language),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
e5896f2500ce5055b7856c53daca22fb,"D 023101  ",Гадаад хэлний орчуулга (Хятад),Translation (Chinese Language),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
ebae7af3b824e4aa9d24a52c56f9055f,"D 023101  ",Гадаад хэлний орчуулга (Япон),Translation (Japanese Language),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
28afc5d787a4d63ddb2b42dba15abcdc,"          ",Солонгос хэлний анхан 1-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
aa3bc8cab2faa6e9af664d86291596d1,"          ",Солонгос хэлний анхан 2-р шат,"    ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
2e5cfd1d6ef0aa8a1fdbdb649cea9239,"          ",Солонгос хэлний дунд 1-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
386de820bced3ad92e3395158061dc7d,"D 023202  ",Хэл шинжлэл (Хятад),"Chinese Language, Linguistics",Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
f1fc408cf8c17211335d98e30229f1b8,"D 023202  ",Хэл шинжлэл (Япон),"Japanese Language, Linguistics",Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
0da95405aa6035a2cc34d218b7e00306,"D 023201  ","Хэл, уран зохиол (Хятад хэл)",Language and literature (Chinese),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
873a6acc5bcb81be35e44b45b2dc8b93,"D 023201  ","Хэл, уран зохиол (Япон хэл)",Language and literature (Japanese),Бакалавр,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
b2c2c44d1f413b9513ebbfc63cdac1dd,"          ",Хятад хэлний анхан 1-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
33a3f606c9cb64c283cfa4ccbd8f6f22,"          ",Хятад хэлний анхан 2-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
1f0f2cd5660b69807bb8075c88fe4a20,"          ",Хятад хэлний дунд 1-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
16e8c68f3d0fe7dd826cb6b5429ca706,"          ",Хятад хэлний дунд 2-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
e8245b826b5c457037f9aac477ee3986,"          ",Хятад хэлний дээд 1-р шат,"   ",Хэлний бэлтгэл,Өдрийн сургалт,5a34847a1c447c1d7e96fc032aca023a,Ази судлалын тэнхим,2014
6b6f303344e9594042f35f5678fe1e83,"D 031403  ",Антропологи,Anthropology,Бакалавр,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
a289821ccf1e016225905416bfd38fb9,F 03140301,Антропологи,Anthropology,Доктор,Бэлтгэл,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2019
3b0bd6757a4bcd10240c5dd017c537e3,F 03140301,Антропологи,Anthropology,Доктор,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
4fa29e951a614c5e6baf66100537aaee,F 03140301,Антропологи,Anthropology,Доктор,Эчнээ,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
33dfb5546aad2a347acf88920952eaf2,E 03140301,Антропологи,"Anthropology  ",Магистр,Бэлтгэл,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2015
b69dbd013f88768a8f652f29bf87454b,E 03140301,Антропологи,Anthropology,Магистр,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
9ae8341bd9613d87212ba8a4813b9222,E 03140301,Антропологи,Anthropology,Магистр,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
bc74ae9ca5d7f5f1df99f1b4d5dde310,"D 022202  ",Археологи,Archaeology,Бакалавр,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
86765bed36006c9e1f20d8d3a913d858,F 02220201,Археологи,Archaeology,Доктор,Бэлтгэл,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2015
cb07e8f733aa49e64427a360cbadd81d,F 02220201,Археологи,Archaeology,Доктор,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
cf9f2e5df31c64db8ed6d1fddc8f4e18,F 02220201,Археологи,Archaeology,Доктор,Экстернат,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
555f1393a8bd18305add68011105097c,F 02220201,Археологи,Archaeology,Доктор,Эчнээ,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
e6184bfaeffe313e1df0f35b0ef8fb92,Е 02220201,Археологи,Archaeology,Магистр,Бэлтгэл,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2016
e4824f1c9371525ec5d75a3dce751d7d,E 02220201,Археологи,Archaeology,Магистр,Өдрийн сургалт,d0b93e1826279ccb6c700cf21829d860,"Антропологи, археологийн тэнхим",2014
fde919e5b4162641dfedd98a01143f9e,"          ",Байгалийн ухаан болон инженерчлэлийн гүнзгийрүүлсэн сургалтат хөтөлбөр /Honours/,Honours Programme in Physical Sciences and Engineering,Бакалавр,Өдрийн сургалт,de46dac2bf13507db0738d67159b5234,Байгалийн ухааны салбар,2016
93b3eabb529c25e6f0fac0a42626aa9e,"-         ",ШУС-ийн Байгалийн ухааны салбарын ерөнхий суурь хөтөлбөр,"Division of Natural Sciences, School of Arts and Sciences",Бакалавр,Өдрийн сургалт,de46dac2bf13507db0738d67159b5234,Байгалийн ухааны салбар,2014
4b1bf33695e2eaa4cb5a6ae7f759451d,"D 011402  ","Багш, байгалийн ухааны боловсрол (Биологи)",Teacher training - Biology,Бакалавр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
d056ba8fd7b523ea442484b76c158804,E 04130202,Байгалийн нөөцийн менежмент,Natural resources management,Магистр,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2018
2dae6cae3f8e2c9bb6e9a8633a613591,E 04130202,Байгалийн нөөцийн менежмент,Natural resources management,Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
2c5580fb0c9767d45ac5b400aca70283,"D 051101  ",Биологи,Biology,Бакалавр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
5485264666682d29569aee0a4a93987f,F 05110101,Биологи,Biology,Доктор,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
0087f41530b706140e4a8d0d1518412e,F 05110101,Биологи,Biology,Доктор,Экстернат,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2017
bc0eafbe2f1b1ae458a22dd145bce0fb,F 05110101,Биологи,Biology,Доктор,Эчнээ,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
0686ab22043b50677d168a9f93ed4e59,E 05110101,Биологи,"Biology ",Магистр,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
4e565dc60d6923fbb24365bd5b852d59,E 05110101,Биологи,Biology,Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
334ded6be7763db644b7dab0912e3483,"D 052201  ",Биологийн нөөцийн менежмент,Biological resources management,Бакалавр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2017
6755de4bc8eb7fa8ff10537e7cb64098,"D 051202  ",Биотехнологи,Biotechnology,Бакалавр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2017
c875d55b7db5427023eae8f2ea16443f,E 07880201,Биотехнологи,Biotechnology,Магистр,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2018
3bb823e780001135bf701729344c081c,E 07880201,Биотехнологи,Biotechnology,Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
354b5f4230b98e5989d2005555636912,E 05110102,Биофизик,Biophysics,Магистр,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2018
3298b2a01f6eff7cd31b7008ec5b6115,E 05110102,Биофизик,Biophysics,Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
1a62dc8e749bd9d24399bd61e64ab734,"D 051201  ",Биохими,Biochemistry,Бакалавр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
11533505fa56608c97022e5b82cd958f,F 05120101,Биохими,Biochemistry,Доктор,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
c1b61b8685af17f65f409452c96e5df8,F 05120101,Биохими,Biochemistry,Доктор,Эчнээ,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
7a1fc75a85ec5093b0e2c2c89b4b867a,E 05120101,Биохими,Biochemistry,Магистр,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2018
dfcdf6a38e19b4193bed8ccd82df51ed,E 05120101,Биохими,Biochemistry,Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
61656c9f5a5ba64eb71c52bde0118916,E 09120109,Молекул биологи,"Molecular biology   ",Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
6c199f0b23b5ed80814d74db1c7aa91d,"D 052101  ",Экологи,Ecology,Бакалавр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
c58c03ff6035e0006a880e5f872c5e97,F 05210101,Экологи,Ecology,Доктор,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
e673fa8ce69efc76c41aab27d4084a4c,F 05210101,Экологи,Ecology,Доктор,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
eb78e69ba5dbe613d1d06dc580b6e82f,F 05210101,Экологи,Ecology,Доктор,Эчнээ,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
745ec47542158cf3bde5ca6a295b173a,E 05210101,Экологи,"     ",Магистр,Бэлтгэл,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2018
404c2a54d5e938fe40c70ac42ee2d6e7,E 05210101,Экологи,Ecology,Магистр,Өдрийн сургалт,6018f407df4927a1a0676f717b159204,Биологийн тэнхим,2014
a6a3593d27b3618efc5b5721e130319b,F 01110101,Боловсрол судлал,Education Study,Доктор,Өдрийн сургалт,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2014
8cc06042654265a9cf76419ca2ec290b,F 01110101,Боловсрол судлал,Education Study,Доктор,Эчнээ,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2015
16654aad76876de5dd7c99e1e0c3acd8,E 01110101,Боловсрол судлал,Education Study,Магистр,Өдрийн сургалт,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2014
f5cbfb6ff40d9bdee8f2804fdf2c14eb,"D 031301  ",Сэтгэл судлал,Psychology,Бакалавр,Өдрийн сургалт,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2014
c46af4d841f3e38de7d0481932408d35,F 03130101,Сэтгэл судлал,Psychology,Доктор,Бэлтгэл,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2019
05fb5f1d0bc4c93ca764f45eb63b589d,F 03130101,Сэтгэл судлал,Psychology,Доктор,Өдрийн сургалт,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2014
3b09899cc9b3829e95d13d0a608a26e3,F 03130101,Сэтгэл судлал,Psychology,Доктор,Эчнээ,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2014
761b74ffc5a36e10effaba4e983e659f,Е 03130101,Сэтгэл судлал,Psychology,Магистр,Бэлтгэл,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2016
05e192afc597ad5ec3e43d6942f21287,E 03130101,Сэтгэл судлал,Psychology,Магистр,Өдрийн сургалт,4bc769f0f30a1a3fd062d11b1a12a695,"Боловсрол, сэтгэл судлалын тэнхим",2014
e225e30193be5ab813542b925408ef01,"D 101501  ",Аялал жуулчлал,Tourism,Бакалавр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2018
be82c20edd144f0d44d09c464403049e,"D 053206  ",Байгаль орчныг зайнаас тандан судлал,"Environmental remote sensing ",Бакалавр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
be339a61402417795c3222985f9cbb9f,Е 05320601,Байгаль орчныг зайнаас тандан судлал,"Environmental remote sensing ",Магистр,Бэлтгэл,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
c0b684bd2ee1a5a12573a927bce6d3f3,E 05320601,Байгаль орчныг зайнаас тандан судлал,"Environmental remote sensing ",Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
5ddace85ff549d4799c9ee85e67a2714,E 05320601,Байгаль орчныг зайнаас тандан судлал,"Environmental remote sensing ",Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
ab6f2ff9a3c4f8f62fa99ab046968d56,E 07310101,Газар зохион байгуулалт,Land management,Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2020
03667ca75614d71480c0f8b02badac8e,E 07310101,Газар зохион байгуулалт,"Land management ",Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
8d350b8f9f3c56f2bf7fd562eac48d2a,"D 053211  ","Газар зохион байгуулалт (төлөвлөлт, кадастр)",Land management (planning and cadastre),Бакалавр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2017
74efb3aa92de017066ce67c5e9873c09,"D 053202  ",Газарзүй,Geography,Бакалавр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
f731095a5a476f33275db76ea84bfe3f,F 05320201,Газарзүй,Geography,Доктор,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
8643762c4638d8d3f5681b5c9f51b9be,F 05320201,Газарзүй,"Geography ",Доктор,Экстернат,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
13266fac244aa9cee8d0100f2482dd24,F 05320201,Газарзүй,Geography,Доктор,Эчнээ,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
1cf6e33119e3bcb9730c4061c136668f,E 05320201,Газарзүй,Geography,Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
bd26d3814f59003ec676f822078be49d,E 01140204,Газарзүйн боловсрол,Geographical education,Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
20da0c25d092fdf105a7ae257b65c682,E 01140204,Газарзүйн боловсрол,Geographical education,Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
22982763cda5f7e6a6a9a0a414fe43c1,E 05320103,Газрын кадастр,Land cadastre,Магистр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
30e1ec58e2d7f83a578514f4cfacad08,Е 07310301,Хот ба бүс нутаг төлөвлөлт,"Urban and regional planning ",Магистр,Бэлтгэл,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2014
6daca3a60ca09e7231ad487be3a29f57,"D 053210  ",Хот ба бүс нутгийн төлөвлөлт,Urban and regional planning,Бакалавр,Өдрийн сургалт,58b5e95b313a0d1c140d3f809c8529ce,Газарзүйн тэнхим,2017
